Appliances,Random Forest,Random Forest (error),Linear Regression,Linear Regression (error),Tree,Tree (error),kNN,kNN (error),lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,RH_out,Visibility,Tdewpoint,rv1,rv2,Press_mm_hg,Windspeed
40,40.3333,0.333333,95.2484,55.2484,40,0,36,-4,0,18.2,39.4667,17.1,39.9,18.29,39.5,16,39.29,16,47.8328,3.9,98.8667,16.1,34.419,17.6,42.3756,15.69,39.4667,3.03333,93.5,48.6667,2.1,30.7739,30.7739,760.3,6
40,40.3333,0.333333,94.3699,54.3699,40,0,40,0,0,18.15,39.545,17.1,39.9333,18.29,39.59,16,39.29,16,47.9,3.79,98.9333,16.1,34.5,17.5611,42.4661,15.66,39.4667,3.06667,94,47.3333,2.2,39.74,39.74,760.3,6
40,45.3333,5.33333,95.0734,55.0734,40,0,38,-2,0,18.1,39.6267,17.1,40,18.29,39.59,15.9267,39.3633,16,47.9,3.79,99.06,16.1,34.58,17.5,42.56,15.6,39.4667,3.1,94.5,46,2.3,21.9848,21.9848,760.3,6
50,51.4444,1.44444,96.8528,46.8528,50,0,34,-16,0,18.1,39.7,17,40.03,18.29,39.59,15.89,39.4333,16,47.9278,3.79,99.19,16.1,34.6022,17.5222,42.6572,15.6,39.5,3.13333,95,44.6667,2.4,20.6294,20.6294,760.3,6
50,46.7302,-3.26984,94.9774,44.9774,50,0,38,-12,0,18.1,39.7,17,40.09,18.29,39.6633,15.89,39.5,16,47.9778,3.79,99.19,16.1,34.7,17.5,42.7,15.6,39.5,3.16667,95.5,43.3333,2.5,28.2743,28.2743,760.3,6
20,29.2857,9.28571,94.3121,74.3121,20,0,32,12,0,18.1,39.76,17,40.23,18.29,39.7,15.89,39.5,16,48,3.79,99.3,16.1,34.77,17.5,42.7,15.6,39.59,3.2,96,42,2.6,7.58239,7.58239,760.3,6
20,30.2857,10.2857,93.1828,73.1828,20,0,36,16,0,18.1,39.8267,17,40.29,18.29,39.7,15.89,39.56,16,48,3.79,99.3,16.1,34.823,17.5,42.725,15.6,39.59,3.26667,95.8333,45.1667,2.65,40.373,40.373,760.35,6
20,28.3968,8.39683,93.2199,73.2199,20,0,36,16,0,18.1,39.9,17,40.345,18.26,39.6633,15.89,39.59,16,48,3.845,99.45,16.1,34.9,17.4633,42.7661,15.6,39.7,3.33333,95.6667,48.3333,2.7,24.7821,24.7821,760.4,6
30,34.0968,4.09683,91.2337,61.2337,33.3333,3.33333,40,10,0,18,39.9,17,40.4333,18.2,39.59,15.89,39.6633,16,48.075,3.93333,99.56,16.1,34.9611,17.4328,42.8228,15.6,39.7,3.4,95.5,51.5,2.75,7.02546,7.02546,760.45,6
40,39.5611,-0.438889,91.7161,51.7161,42.5,2.5,38,-2,0,18,39.9667,17,40.5,18.2,39.6267,15.89,39.7,15.9817,48.09,4,99.56,16.1,35.01,17.39,42.8572,15.6,39.7,3.46667,95.3333,54.6667,2.8,5.51446,5.51446,760.5,6
40,40.3611,0.361111,93.4828,53.4828,42.5,2.5,40,0,0,18,40.03,16.89,40.59,18.2,39.7,15.89,39.76,15.9878,48.09,4,99.59,16.1,35.085,17.39,42.9278,15.6,39.79,3.53333,95.1667,57.8333,2.85,5.53955,5.53955,760.55,6
50,44.6885,-5.31151,93.0153,43.0153,42.5,-7.5,40,-10,0,18,40.09,16.89,40.59,18.1333,39.73,15.86,39.79,15.945,48.09,4,99.59,16.1,35.1206,17.39,43,15.6,39.79,3.6,95,61,2.9,0.235714,0.235714,760.6,6
40,42.7361,2.73611,92.7502,52.7502,40,0,38,-2,0,18,40.1267,16.89,40.7,18.2,39.79,15.8,39.79,15.8961,48.0961,4,99.59,16.0778,35.1756,17.39,43.045,15.6,39.9,3.61667,95.3333,56.8333,2.95,11.9202,11.9202,760.683,6.16667
50,45.2361,-4.76389,90.364,40.364,50,0,38,-12,0,18,40.2,16.89,40.76,18.2,39.79,15.8,39.9,15.89,48.1878,3.93333,99.59,16.0889,35.22,17.39,43.09,15.6,39.9,3.63333,95.6667,52.6667,3,43.9411,43.9411,760.767,6.33333
40,37.5774,-2.42262,92.2166,52.2166,33.3333,-6.66667,38,-2,0,18,40.29,16.89,40.79,18.2,39.79,15.8,39.9,15.89,48.2,3.9,99.59,16.05,35.24,17.3789,43.145,15.5667,39.9,3.65,96,48.5,3.05,3.86093,3.86093,760.85,6.5
30,28.5079,-1.49206,90.4362,60.4362,33.3333,3.33333,34,4,0,18,40.29,16.89,40.8633,18.2,39.79,15.8,39.9667,15.89,48.2,3.9,99.59,16,35.245,17.2956,43.2,15.5,39.9667,3.66667,96.3333,44.3333,3.1,6.92693,6.92693,760.933,6.66667
20,20.619,0.619048,89.8003,69.8003,20,0,26,6,0,17.89,40.4,16.8567,40.9667,18.2,39.8633,15.8,40,15.89,48.2,3.79,99.5,16,35.2961,17.29,43.2,15.5333,40,3.68333,96.6667,40.1667,3.15,2.37623,2.37623,761.017,6.83333
20,19.9524,-0.047619,88.5437,68.5437,20,0,26,6,0,17.89,40.4,16.79,40.9,18.1333,39.79,15.8,40,15.89,48.225,3.73,99.5,16,35.3633,17.29,43.235,15.5333,40,3.7,97,36,3.2,1.69594,1.69594,761.1,7
20,23.8333,3.83333,85.468,65.468,20,0,34,14,0,17.89,40.4333,16.8233,40.9633,18.1,39.8267,15.8,40.09,15.89,48.27,3.7,99.5,16,35.4,17.29,43.29,15.5,40,3.7,97,40.1667,3.2,45.8045,45.8045,761.2,6.83333
50,41,-9,86.4584,36.4584,50,0,36,-14,0,17.89,40.5,16.8233,41.03,18.1,39.9,15.8,40.1633,15.89,48.29,3.7,99.5,16,35.4,17.29,43.29,15.5,40,3.7,97,44.3333,3.2,42.01,42.01,761.3,6.66667
50,44.1607,-5.83929,88.2208,38.2208,50,0,34,-16,0,17.89,40.5,16.79,41.03,18.1,39.9,15.7267,40.2,15.89,48.29,3.66333,99.4667,16,35.4389,17.275,43.3511,15.5,40.09,3.7,97,48.5,3.2,8.94357,8.94357,761.4,6.5
40,45.3,5.3,86.1831,46.1831,40,0,36,-4,0,17.8233,40.4633,16.79,41.09,18.1,39.9667,15.7267,40.2,15.89,48.29,3.59,99.4,16,35.5,17.285,43.3939,15.5,40.09,3.7,97,52.6667,3.2,24.7634,24.7634,761.5,6.33333
40,40.8036,0.803571,88.9962,48.9962,40,0,42,2,0,17.8233,40.53,16.79,41.09,18.1,40,15.69,40.2,15.85,48.27,3.7,99.5,16,35.5,17.26,43.3633,15.5,40.09,3.7,97,56.8333,3.2,15.3479,15.3479,761.6,6.16667
40,39.6286,-0.371429,89.2491,49.2491,40,0,40,0,0,17.79,40.53,16.79,41.09,18.1,40,15.69,40.26,15.86,48.27,3.7,99.5,16,35.515,17.225,43.3389,15.5,40.09,3.7,97,61,3.2,13.7188,13.7188,761.7,6
40,37.319,-2.68095,89.0363,49.0363,43.3333,3.33333,38,-2,0,17.79,40.59,16.76,41.1267,18.1,40.03,15.69,40.29,15.84,48.29,3.7,99.5,15.9756,35.58,17.22,43.4222,15.5,40.1267,3.7,97.1667,56.3333,3.23333,6.41219,6.41219,761.767,5.83333
40,38.7,-1.3,87.8716,47.8716,40,0,38,-2,0,17.79,40.6267,16.7,41.2,18.1,40.03,15.69,40.29,15.88,48.3083,3.7,99.5,15.9756,35.6083,17.2,43.4,15.5,40.2,3.7,97.3333,51.6667,3.26667,21.4691,21.4691,761.833,5.66667
30,32.381,2.38095,87.2967,57.2967,27.5,-2.5,32,2,0,17.79,40.7,16.745,41.2,18.1,40.09,15.69,40.4,15.825,48.3206,3.76,99.5,16,35.6633,17.2,43.4,15.5,40.2,3.7,97.5,47,3.3,34.7972,34.7972,761.9,5.5
20,29.5222,9.52222,85.4186,65.4186,27.5,7.5,40,20,0,17.79,40.7,16.7,41.23,18.0333,40.09,15.69,40.4,15.82,48.3144,3.79,99.5,15.9633,35.7,17.2,43.4833,15.5,40.23,3.7,97.6667,42.3333,3.33333,16.753,16.753,761.967,5.33333
30,29.3095,-0.690476,83.9955,53.9955,27.5,-2.5,32,2,0,17.73,40.76,16.7,41.29,18,40,15.69,40.4,15.8,48.29,3.86333,99.56,15.945,35.705,17.1889,43.5,15.4267,40.23,3.7,97.8333,37.6667,3.36667,35.0623,35.0623,762.033,5.16667
30,34.1286,4.12857,82.1818,52.1818,27.5,-2.5,32,2,0,17.73,40.79,16.7,41.4,18,40,15.69,40.4667,15.8,48.3144,3.93333,99.59,15.9144,35.78,17.1444,43.515,15.39,40.2,3.7,98,33,3.4,42.0267,42.0267,762.1,5
40,39.6143,-0.385714,81.5669,41.5669,40,0,30,-10,0,17.73,40.79,16.7,41.4,18,40.045,15.69,40.5,15.8,48.3267,4,99.53,15.8961,35.79,17.1667,43.57,15.39,40.2,3.76667,98.3333,28.8333,3.51667,44.1316,44.1316,762.167,5
40,38.0893,-1.91071,82.4946,42.4946,40,0,32,-8,0,17.7,40.9,16.7,41.4333,18,40.09,15.69,40.56,15.8,48.3633,4.09,99.59,15.9083,35.8083,17.15,43.5961,15.39,40.29,3.83333,98.6667,24.6667,3.63333,38.3295,38.3295,762.233,5
40,41.7083,1.70833,80.7766,40.7766,40,0,34,-6,0,17.7,40.9,16.7,41.5,18,40.09,15.6,40.5,15.8,48.3939,4.09,99.59,15.89,35.8878,17.1,43.6878,15.39,40.29,3.9,99,20.5,3.75,16.1014,16.1014,762.3,5
40,38.0357,-1.96429,79.9998,39.9998,40,0,38,-2,0,17.7,40.9333,16.7,41.59,18,40.1633,15.6,40.59,15.7633,48.4,4.12333,99.6567,15.89,35.9278,17.1,43.705,15.39,40.3267,3.96667,99.3333,16.3333,3.86667,2.10585,2.10585,762.367,5
40,39.8226,-0.177381,78.1847,38.1847,40,0,44,4,0,17.7,41,16.7,41.59,18,40.1633,15.6,40.59,15.7878,48.4,4.19,99.59,15.89,36,17.1,43.76,15.39,40.4,4.03333,99.6667,12.1667,3.98333,44.6355,44.6355,762.433,5
50,45.9583,-4.04167,80.4973,30.4973,45,-5,36,-14,0,17.7,41,16.6,41.5,18,40.2,15.6,40.6267,15.8,48.4,4.19,99.59,15.89,36.045,17.1,43.8083,15.39,40.4,4.1,100,8,4.1,31.9053,31.9053,762.5,5
40,37.625,-2.375,80.49,40.49,45,5,42,2,0,17.7,41.06,16.6,41.56,18,40.2,15.6,40.7,15.7756,48.4,4.26333,99.6567,15.89,36.09,17.0889,43.8633,15.39,40.4667,4.16667,100,8,4.16667,27.7247,27.7247,762.583,5
20,29.2393,9.23929,79.4342,59.4342,20,0,26,6,0,17.6667,41.06,16.6,41.6267,18,40.29,15.6,40.7,15.7572,48.4,4.33333,99.69,15.89,36.1206,17.0611,43.8744,15.39,40.5,4.23333,100,8,4.23333,38.3165,38.3165,762.667,5
20,25.4524,5.45238,79.2744,59.2744,20,0,30,10,0,17.6,41.06,16.6,41.7,18,40.2675,15.6,40.76,15.7939,48.4222,4.4,99.69,15.89,36.2,17.0333,43.9333,15.39,40.5,4.3,100,8,4.3,4.84306,4.84306,762.75,5
20,28.7393,8.73929,79.2004,59.2004,20,0,26,6,0,17.6,41.145,16.6,41.7,18,40.2,15.6,40.79,15.7206,48.4333,4.5,99.7267,15.89,36.2,17.0222,43.9278,15.39,40.5,4.36667,100,8,4.36667,37.4008,37.4008,762.833,5
40,38.4917,-1.50833,75.413,35.413,40,0,44,4,0,17.6,41.2,16.6,41.76,17.89,40.2,15.5333,40.8633,15.7328,48.45,4.5,99.7175,15.89,36.275,17,43.9889,15.39,40.56,4.43333,100,8,4.43333,43.7609,43.7609,762.917,5
40,38.6131,-1.3869,77.6799,37.6799,45,5,32,-8,0,17.6,41.26,16.6,41.79,17.89,40.26,15.6,40.9,15.7389,48.5,4.56,99.69,15.89,36.3022,17,44.015,15.39,40.59,4.5,100,8,4.5,0.38343,0.38343,763,5
50,39.0167,-10.9833,76.9725,26.9725,45,-5,38,-12,0,17.6,41.29,16.6,41.79,17.89,40.29,15.5333,40.9667,15.7206,48.5,4.62333,99.7267,15.89,36.3939,17,44.09,15.33,40.6633,4.51667,100,7.33333,4.51667,46.7458,46.7458,763.1,4.83333
40,39.081,-0.919048,78.7418,38.7418,36.6667,-3.33333,32,-8,0,17.6,41.29,16.6,41.79,17.89,40.3633,15.5667,41,15.69,48.5,4.76333,99.8,15.89,36.4,17,44.1083,15.33,40.7,4.53333,100,6.66667,4.53333,20.3483,20.3483,763.2,4.66667
50,43.05,-6.95,78.3004,28.3004,45,-5,30,-20,0,17.5667,41.4,16.6,41.8725,17.89,40.4,15.5,41,15.7022,48.5,4.83333,99.8333,15.89,36.4611,16.9817,44.215,15.3225,40.7675,4.55,100,6,4.55,39.4382,39.4382,763.3,4.5
40,37.619,-2.38095,78.0083,38.0083,45,5,40,0,0,17.5,41.4667,16.6,41.9667,17.89,40.4667,15.5,41.09,15.7022,48.51,4.9,99.9,15.89,36.5,16.9694,44.26,15.3,40.79,4.56667,100,5.33333,4.56667,48.8064,48.8064,763.4,4.33333
40,38.2833,-1.71667,78.6666,38.6666,36.6667,-3.33333,30,-10,0,17.5,41.5,16.6,42,17.89,40.5,15.5,41.1633,15.69,48.56,4.93333,99.9,15.845,36.51,16.9389,44.3083,15.3,40.9,4.58333,100,4.66667,4.58333,16.6701,16.6701,763.5,4.16667
20,32.0833,12.0833,78.6704,58.6704,22.5,2.5,32,12,0,17.5,41.56,16.5333,42.06,17.89,40.4333,15.5,41.1267,15.69,48.52,5.06,99.9,15.875,36.6056,16.9267,44.3633,15.3,40.9,4.6,100,4,4.6,39.3607,39.3607,763.6,4
20,23.0524,3.05238,78.7874,58.7874,22.5,2.5,38,18,0,17.5,41.59,16.5667,42.09,17.89,40.4,15.5,41.2,15.69,48.585,5.12333,99.9,15.835,36.6128,16.9083,44.4,15.3,41,4.65,100,3.66667,4.65,4.46805,4.46805,763.683,3.83333
20,28.5357,8.53571,79.2913,59.2913,22.5,2.5,36,16,0,17.5,41.6633,16.5,42.1633,17.865,40.4,15.5,41.23,15.69,48.59,5.26333,99.9,15.82,36.645,16.89,44.4833,15.3,41.06,4.7,100,3.33333,4.7,2.185,2.185,763.767,3.66667
30,32.2667,2.26667,76.3796,46.3796,22.5,-7.5,40,10,0,17.5,41.73,16.5,42.2,17.79,40.4,15.5,41.3175,15.69,48.59,5.33333,99.9,15.8,36.705,16.89,44.545,15.3,41.09,4.75,100,3,4.75,25.7467,25.7467,763.85,3.5
50,45.1214,-4.87857,78.3336,28.3336,50,0,36,-14,0,17.5,41.79,16.5,42.2,17.79,40.4333,15.5,41.4,15.69,48.59,5.46667,99.9,15.82,36.78,16.89,44.6083,15.3,41.1633,4.8,100,2.66667,4.8,2.40447,2.40447,763.933,3.33333
50,44.2381,-5.7619,77.0446,27.0446,50,0,36,-14,0,17.5,41.8267,16.5,42.29,17.79,40.5,15.5,41.4333,15.67,48.5761,5.5,99.9,15.8,36.7961,16.89,44.7,15.3,41.2,4.85,100,2.33333,4.85,4.45981,4.45981,764.017,3.16667
40,38.7071,-1.29286,75.1293,35.1293,40,0,36,-4,0,17.5,41.9,16.5,42.3633,17.79,40.53,15.5,41.5,15.675,48.6694,5.5,99.9,15.8,36.8878,16.89,44.735,15.3,41.26,4.9,100,2,4.9,34.4163,34.4163,764.1,3
40,39.7048,-0.295238,76.3114,36.3114,40,0,38,-2,0,17.39,41.9,16.5,42.4,17.79,40.59,15.5,41.59,15.68,48.6633,5.59,99.9,15.8,36.9611,16.8678,44.77,15.3,41.3267,4.93333,100,2,4.93333,1.74193,1.74193,764.267,3
40,37.25,-2.75,75.8323,35.8323,40,0,32,-8,0,17.39,41.9667,16.5,42.4,17.79,40.59,15.5,41.59,15.655,48.6572,5.59,99.9,15.8,37,16.8733,44.8633,15.3,41.4,4.96667,100,2,4.96667,21.5455,21.5455,764.433,3
40,37.4643,-2.53571,73.5675,33.5675,40,0,36,-4,0,17.39,42,16.5,42.5,17.79,40.59,15.5,41.6267,15.655,48.6572,5.59,99.9,15.8,37.055,16.8289,44.8861,15.3,41.4333,5,100,2,5,37.9647,37.9647,764.6,3
30,31.8595,1.85952,73.1565,43.1565,25,-5,36,6,0,17.4633,42.06,16.5,42.5,17.79,40.59,15.5,41.7,15.635,48.645,5.5225,99.9,15.8,37.09,16.8011,44.9161,15.3,41.5,5.03333,100,2,5.03333,41.5898,41.5898,764.767,3
20,25.9167,5.91667,73.617,53.617,25,5,34,14,0,17.39,42.09,16.5,42.53,17.79,40.59,15.4633,41.7,15.62,48.6511,5.5,99.9,15.8,37.1817,16.8178,44.9917,15.3,41.53,5.06667,100,2,5.06667,19.1231,19.1231,764.933,3
30,33.3429,3.34286,73.9092,43.9092,33.3333,3.33333,40,10,0,17.39,42.1267,16.5,42.59,17.79,40.59,15.39,41.7,15.66,48.735,5.5,99.9,15.8,37.2,16.8011,45.01,15.2267,41.53,5.1,100,2,5.1,30.7777,30.7777,765.1,3
30,26.7381,-3.2619,76.238,46.238,33.3333,3.33333,30,0,0,17.39,42.2,16.5,42.6267,17.79,40.6633,15.39,41.7,15.625,48.725,5.5,99.9,15.8,37.2,16.79,45,15.19,41.5,5.08333,99.8333,2.16667,5.06667,17.2493,17.2493,765.233,3
40,34.85,-5.15,76.3689,36.3689,33.3333,-6.66667,38,-2,0,17.39,42.2667,16.4267,42.6267,17.76,40.7,15.39,41.7,15.6,48.7,5.53,99.9,15.8,37.265,16.79,45.055,15.2633,41.6333,5.06667,99.6667,2.33333,5.03333,26.6139,26.6139,765.367,3
40,35.1548,-4.84524,77.3082,37.3082,40,0,34,-6,0,17.39,42.4,16.4633,42.6633,17.7,40.7,15.39,41.79,15.6,48.7,5.59,99.9,15.8,37.29,16.79,45.09,15.2267,41.6267,5.05,99.5,2.5,5,13.0005,13.0005,765.5,3
50,46.05,-3.95,78.6069,28.6069,50,0,38,-12,0,17.39,42.4333,16.4175,42.64,17.76,40.73,15.39,41.8633,15.6,48.71,5.62333,99.9,15.8,37.345,16.79,45.1817,15.3,41.7675,5.03333,99.3333,2.66667,4.96667,28.643,28.643,765.633,3
40,37.95,-2.05,78.0314,38.0314,40,0,40,0,0,17.39,42.5,16.4267,42.73,17.7,40.79,15.39,41.9,15.6,48.71,5.69,99.9,15.8,37.4056,16.79,45.2,15.2267,41.73,5.01667,99.1667,2.83333,4.93333,45.2923,45.2923,765.767,3
40,41,1,77.7769,37.7769,40,0,38,-2,0,17.39,42.59,16.5,42.8267,17.7,40.79,15.39,41.9,15.6,48.745,5.69,99.9,15.8,37.4889,16.79,45.275,15.19,41.79,5,99,3,4.9,28.3011,28.3011,765.9,3
30,35.8,5.8,77.0553,47.0553,36.6667,6.66667,38,8,0,17.39,42.59,16.5,42.9,17.7,40.79,15.39,42,15.6,48.77,5.62333,99.9,15.8,37.5,16.735,45.3083,15.19,41.79,5.01667,99.1667,4.33333,4.93333,2.82434,2.82434,765.967,3.16667
50,44.2,-5.8,81.0265,31.0265,50,0,40,-10,0,17.3567,42.6267,16.39,42.79,17.745,40.79,15.39,42,15.6,48.79,5.5,99.9,15.8,37.5,16.72,45.3878,15.19,41.8267,5.03333,99.3333,5.66667,4.96667,5.10569,5.10569,766.033,3.33333
20,33.5667,13.5667,81.7662,61.7662,20,0,34,14,0,17.29,42.7,16.39,42.8633,17.76,40.9,15.39,42.09,15.6,48.79,5.5,99.9,15.7939,37.555,16.725,45.4,15.19,41.9,5.05,99.5,7,5,16.4171,16.4171,766.1,3.5
20,24.3439,4.34394,79.0447,59.0447,20,0,40,20,0,17.29,42.7,16.39,42.9,17.7,40.9,15.39,42.09,15.6,48.79,5.59,99.9,15.7694,37.59,16.705,45.4056,15.19,41.9,5.06667,99.6667,8.33333,5.03333,49.53,49.53,766.167,3.66667
20,30.131,10.131,81.6699,61.6699,20,0,30,10,0,17.29,42.76,16.39,42.9667,17.76,40.9333,15.39,42.09,15.6,48.79,5.65667,99.9,15.7756,37.6328,16.7,45.4667,15.19,41.9667,5.08333,99.8333,9.66667,5.06667,35.7183,35.7183,766.233,3.83333
40,38.1667,-1.83333,83.1182,43.1182,40,0,36,-4,0,17.29,42.79,16.39,42.9333,17.7,41,15.39,42.2,15.6,48.79,5.72667,99.9,15.7267,37.7,16.7,45.5,15.19,42,5.1,100,11,5.1,3.94871,3.94871,766.3,4
40,40.8143,0.814286,80.784,40.784,40,0,38,-2,0,17.29,42.79,16.39,43,17.7,40.9333,15.39,42.2,15.6,48.8572,5.86667,99.9,15.7511,37.705,16.7,45.565,15.19,42,5.23333,100,10.6667,5.23333,30.7108,30.7108,766.35,4
50,42.481,-7.51905,81.4176,31.4176,50,0,36,-14,0,17.29,42.8267,16.39,43,17.7,41,15.36,42.23,15.5833,48.8817,5.93333,99.9,15.7328,37.76,16.7,45.5961,15.19,42.09,5.36667,100,10.3333,5.36667,24.6617,24.6617,766.4,4
40,40.8333,0.833333,82.4776,42.4776,40,0,36,-4,0,17.29,42.9,16.39,43.06,17.7,41,15.3,42.29,15.5944,48.845,6.1425,99.9,15.69,37.8572,16.7,45.6878,15.19,42.09,5.5,100,10,5.5,13.4549,13.4549,766.45,4
40,38.5833,-1.41667,82.8848,42.8848,40,0,36,-4,0,17.29,43,16.39,43.1267,17.7,41.06,15.3,42.3633,15.5889,48.8756,6.26333,99.9,15.69,37.9,16.7,45.775,15.19,42.2,5.63333,100,9.66667,5.63333,14.6555,14.6555,766.5,4
50,42.5643,-7.43571,81.7855,31.7855,50,0,36,-14,0,17.29,43.05,16.39,43.2,17.7,41.1267,15.3,42.3633,15.5333,48.9,6.3,99.9,15.6961,37.9389,16.6778,45.8006,15.19,42.2,5.76667,100,9.33333,5.76667,23.7639,23.7639,766.55,4
50,31.75,-18.25,82.6658,32.6658,25,-25,40,-10,0,17.29,43.2,16.3567,43.23,17.7,41.2,15.3,42.4333,15.5389,48.9,6.36667,99.9,15.7083,38.045,16.6778,45.8922,15.19,42.29,5.9,100,9,5.9,48.2039,48.2039,766.6,4
10,18.5167,8.51667,84.7944,74.7944,25,15,34,24,0,17.29,43.2,16.29,43.29,17.7,41.26,15.3,42.5,15.5556,48.9111,6.4,99.9,15.69,38.09,16.6444,45.9444,15.19,42.3633,5.9,99.8333,14,5.86667,21.1816,21.1816,766.733,4
20,18.3917,-1.60833,83.6187,63.6187,25,5,62,42,0,17.29,43.2,16.3567,43.29,17.7,41.2,15.3,42.53,15.5333,48.9611,6.46667,99.9,15.69,38.09,16.6556,45.9717,15.19,42.4333,5.9,99.6667,19,5.83333,42.2049,42.2049,766.867,4
20,19.6417,-0.358333,83.0672,63.0672,25,5,74,54,0,17.29,43.2,16.29,43.3633,17.6,41.2,15.3,42.59,15.5667,49,6.59,99.9,15.69,38.1572,16.6389,46.035,15.13,42.5,5.9,99.5,24,5.8,47.6914,47.6914,767,4
40,40.3,0.3,84.4008,44.4008,40,0,92,52,0,17.23,43.2,16.29,43.4,17.6,41.26,15.3,42.59,15.5,49,6.59,99.9,15.69,38.2,16.6222,46.0794,15.145,42.545,5.9,99.3333,29,5.76667,14.3237,14.3237,767.133,4
40,41.8333,1.83333,81.3212,41.3212,40,0,66,26,0,17.26,43.26,16.29,43.475,17.5,41.4,15.3,42.59,15.5,49,6.36667,99.9,15.69,38.255,16.6,46.1206,15.1,42.59,5.9,99.1667,34,5.73333,27.0425,27.0425,767.267,4
40,41.8333,1.83333,80.182,40.182,40,0,66,26,0,17.26,43.26,16.29,43.5,17.5,41.4,15.3,42.73,15.5,49,6.22667,99.9,15.69,38.29,16.6,46.2,15.1,42.6633,5.9,99,39,5.7,29.0689,29.0689,767.4,4
50,43.75,-6.25,78.9902,28.9902,45,-5,48,-2,0,17.2,43.2,16.29,43.5,17.5,41.4,15.3,42.79,15.5,49,6.22667,99.9,15.69,38.3817,16.6,46.2,15.16,42.73,5.85,99,39.6667,5.66667,12.8143,12.8143,767.467,3.83333
50,45,-5,79.1284,29.1284,45,-5,54,4,0,17.2,43.26,16.29,43.56,17.5,41.425,15.3,42.8267,15.5,49,6.3,99.9,15.69,38.4,16.6,46.275,15.1,42.79,5.8,99,40.3333,5.63333,43.9042,43.9042,767.533,3.66667
40,42.5,2.5,80.9297,40.9297,45,5,54,14,0,17.2,43.3267,16.29,43.59,17.5667,41.5,15.3,42.9,15.5,49.04,6.3,99.9,15.69,38.4,16.6,46.29,15.16,42.79,5.75,99,41,5.6,44.1151,44.1151,767.6,3.5
40,34.3939,-5.60606,81.5325,41.5325,45,5,74,34,0,17.2,43.3267,16.29,43.59,17.6,41.5,15.3,42.9,15.5,49.045,6.3,99.9,15.69,38.4722,16.6,46.3083,15.16,42.79,5.7,99,41.6667,5.56667,49.3667,49.3667,767.667,3.33333
20,26.5,6.5,80.9549,60.9549,20,0,46,26,0,17.2,43.3267,16.29,43.7,17.6,41.5,15.3,42.9,15.5,49.09,6.09333,99.9,15.69,38.5,16.5833,46.3756,15.1,42.9,5.65,99,42.3333,5.53333,5.08105,5.08105,767.733,3.16667
20,31,11,77.6404,57.6404,20,0,66,46,0,17.2,43.3267,16.29,43.7,17.6,41.5,15.3,42.9667,15.5,49.09,5.76,99.9,15.69,38.5,16.5944,46.4,15.1,42.9,5.6,99,43,5.5,30.9388,30.9388,767.8,3
40,79,39,97.6172,57.6172,40,0,110,70,10,17.2,43.3267,16.23,43.6567,17.6,41.5,15.3,43,15.5,49.09,5.69,99.9,15.69,38.535,16.5556,46.4,15.1,42.9,5.6,99.1667,38.3333,5.51667,35.2367,35.2367,767.9,3.16667
120,120.908,0.908333,115.968,-4.03165,127.5,7.5,142,22,20,17.2,43.4,16.29,43.73,17.6,41.4333,15.3,43,15.5,49.09,5.615,99.9,15.69,38.58,16.5167,46.4,15.1,42.9,5.6,99.3333,33.6667,5.53333,7.42942,7.42942,768,3.33333
160,148.128,-11.8722,93.3952,-66.6048,260,100,146,-14,10,17.2,43.4,16.26,43.76,17.5333,41.56,15.3,43,15.5,49.1572,5.65667,99.9,15.69,38.58,16.5222,46.4,15.1,42.9333,5.6,99.5,29,5.55,44.5405,44.5405,768.1,3.5
220,188.493,-31.5071,119.25,-100.75,220,0,146,-74,20,17.2,43.4,16.2,43.7,17.6,41.6267,15.3,43,15.4878,49.1633,5.83333,99.9,15.69,38.59,16.5,46.4,15.1,42.9333,5.6,99.6667,24.3333,5.56667,8.13352,8.13352,768.2,3.66667
130,160.361,30.3607,119.304,-10.6958,127.5,-2.5,146,16,20,17.1,43.4,16.2,43.7,17.6,41.7,15.2633,43.0267,15.4878,49.1878,5.83333,99.9,15.67,38.57,16.5,46.4,15.1,43,5.6,99.8333,19.6667,5.58333,6.09332,6.09332,768.3,3.83333
210,180.854,-29.146,95.184,-114.816,215,5,64,-146,10,17.1,43.4,16.2,43.76,17.6,41.7,15.2633,43.0267,15.4756,49.1756,5.69,99.9,15.68,38.58,16.5,46.4222,15.1,43,5.6,100,15,5.6,48.8778,48.8778,768.4,4
140,148.427,8.42738,115.047,-24.9533,160,20,184,44,20,17.1,43.4,16.2,43.79,17.6,41.7,15.19,43,15.5,49.2,5.62333,99.9,15.655,38.555,16.5,46.4722,15.1,43,5.66667,99.8333,19,5.65,31.3555,31.3555,768.517,3.83333
130,144.527,14.5274,118.235,-11.7645,127.5,-2.5,148,18,20,17.1,43.5,16.2,43.79,17.6,41.7,15.19,43,15.5,49.225,5.69,99.9,15.645,38.565,16.5,46.5,15.1,43,5.73333,99.6667,23,5.7,0.959972,0.959972,768.633,3.66667
